case:concept:name,concept:name,time:timestamp,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases,label,magnitude
3597c3cc-3eba-4964-9a4a-c37989e83308,confirm order,2023-12-07 18:12:16,1092,12,3,18,0.07,0.07,2,78,regular,0.0
3597c3cc-3eba-4964-9a4a-c37989e83308,send invoice,2023-12-07 18:12:25,1092,12,3,18,0.15,0.22,3,90,regular,0.0
35f31667-a71a-4f64-91f6-bc74f7ed020a,check availability,2023-12-07 18:11:51,1091,12,3,18,0.0,0.0,1,60,regular,0.0
35f31667-a71a-4f64-91f6-bc74f7ed020a,confirm order,2023-12-07 18:11:56,1091,12,3,18,0.08,0.08,2,59,regular,0.0
35f31667-a71a-4f64-91f6-bc74f7ed020a,send invoice,2023-12-07 18:12:07,1092,12,3,18,0.18,0.27,3,74,regular,0.0
35fff16a-3641-4859-bd2e-fe26254b5422,check availability,2023-12-08 02:24:28,144,12,4,2,0.0,0.0,1,156,regular,0.0
35fff16a-3641-4859-bd2e-fe26254b5422,reject order,2023-12-08 02:24:30,144,12,4,2,0.03,0.03,2,156,regular,0.0
36406587-f8f5-48ed-bbe7-ec8eb23c8972,check availability,2024-03-11 10:48:14,648,3,0,10,0.0,0.0,1,13,regular,0.0
36406587-f8f5-48ed-bbe7-ec8eb23c8972,reject order,2024-03-11 10:48:16,648,3,0,10,0.03,0.03,2,14,regular,0.0
364bd25f-6cb1-4002-a0b2-efa8100ccfe4,check availability,2024-03-11 10:53:40,653,3,0,10,0.0,0.0,1,185,regular,0.0
364bd25f-6cb1-4002-a0b2-efa8100ccfe4,confirm order,2024-03-11 10:53:42,653,3,0,10,0.03,0.03,2,186,regular,0.0
364bd25f-6cb1-4002-a0b2-efa8100ccfe4,send invoice,2024-03-11 10:53:52,653,3,0,10,0.17,0.2,3,192,regular,0.0
367686ec-f3a0-4a50-b6a7-2453bc839f9c,check availability,2024-03-11 10:53:10,653,3,0,10,0.0,0.0,1,167,deviant,1701.22
367686ec-f3a0-4a50-b6a7-2453bc839f9c,confirm order,2024-03-11 10:53:15,653,3,0,10,0.08,0.08,2,170,deviant,1701.22
367686ec-f3a0-4a50-b6a7-2453bc839f9c,send invoice,2024-03-11 10:53:18,653,3,0,10,0.05,0.13,3,172,deviant,1701.22
36822cd9-d235-4e05-bf94-cb6fff0ff79c,check availability,2024-03-11 10:54:56,654,3,0,10,0.0,0.0,1,222,regular,0.0
36822cd9-d235-4e05-bf94-cb6fff0ff79c,reject order,2024-03-11 10:54:57,654,3,0,10,0.02,0.02,2,222,regular,0.0
37137293-aaf2-4dd8-9d04-9e6bf86d703f,check availability,2023-12-08 02:24:10,144,12,4,2,0.0,0.0,1,142,regular,0.0
37137293-aaf2-4dd8-9d04-9e6bf86d703f,confirm order,2023-12-08 02:24:14,144,12,4,2,0.07,0.07,2,146,regular,0.0
37da325b-542c-43a0-9dcf-69a5a4c7580e,check availability,2023-12-08 02:51:56,171,12,4,2,0.0,0.0,1,323,deviant,1455.14
37da325b-542c-43a0-9dcf-69a5a4c7580e,confirm order,2023-12-08 02:52:01,172,12,4,2,0.08,0.08,2,328,deviant,1455.14
37da325b-542c-43a0-9dcf-69a5a4c7580e,send invoice,2023-12-10 03:07:09,187,12,6,3,0.0,2895.22,3,56,deviant,1455.14
37f39268-ab56-4f09-a28c-6f0c4b815c4a,check availability,2023-12-08 02:51:13,171,12,4,2,0.0,0.0,1,288,deviant,125.16
37f39268-ab56-4f09-a28c-6f0c4b815c4a,confirm order,2023-12-08 02:51:14,171,12,4,2,0.02,0.02,2,288,deviant,125.16
37f39268-ab56-4f09-a28c-6f0c4b815c4a,send invoice,2023-12-08 02:51:20,171,12,4,2,0.1,0.12,3,295,deviant,125.16
3825b2bf-2224-4d94-be91-59d58d50745d,check availability,2024-03-11 10:54:46,654,3,0,10,0.0,0.0,1,217,regular,0.0
3825b2bf-2224-4d94-be91-59d58d50745d,confirm order,2024-03-11 10:54:48,654,3,0,10,0.03,0.03,2,217,regular,0.0
3825b2bf-2224-4d94-be91-59d58d50745d,send invoice,2024-03-11 10:54:52,654,3,0,10,0.07,0.1,3,219,regular,0.0
383f05a6-f496-4eb4-a25d-2b752ce4ba1e,check availability,2023-12-08 02:52:10,172,12,4,2,0.0,0.0,1,338,deviant,1701.31
383f05a6-f496-4eb4-a25d-2b752ce4ba1e,confirm order,2023-12-08 02:52:14,172,12,4,2,0.07,0.07,2,345,deviant,1701.31
383f05a6-f496-4eb4-a25d-2b752ce4ba1e,send invoice,2023-12-08 02:52:19,172,12,4,2,0.08,0.15,3,348,deviant,1701.31
3884daf1-9d9c-4ec8-b026-992a04087ec5,check availability,2024-03-11 10:51:24,651,3,0,10,0.0,0.0,1,109,deviant,1455.32
3884daf1-9d9c-4ec8-b026-992a04087ec5,confirm order,2024-03-11 10:51:27,651,3,0,10,0.05,0.05,2,111,deviant,1455.32
3884daf1-9d9c-4ec8-b026-992a04087ec5,send invoice,2024-03-11 10:51:29,651,3,0,10,0.03,0.08,3,111,deviant,1455.32
3a280a30-ab94-4e84-b11e-d459e0164b41,send invoice,2023-12-07 18:10:56,1090,12,3,18,0.0,0.0,1,13,regular,0.0
3a280a30-ab94-4e84-b11e-d459e0164b41,ship goods,2023-12-08 04:21:06,261,12,4,4,610.17,610.17,2,344,regular,0.0
3a280a30-ab94-4e84-b11e-d459e0164b41,archive order,2023-12-08 04:21:07,261,12,4,4,0.02,610.18,3,341,regular,0.0
3a424e71-4b25-4632-a142-d0e38bc5cd44,check availability,2024-03-11 10:49:19,649,3,0,10,0.0,0.0,1,46,deviant,713.25
3a424e71-4b25-4632-a142-d0e38bc5cd44,confirm order,2024-03-11 10:49:24,649,3,0,10,0.08,0.08,2,47,deviant,713.25
3a424e71-4b25-4632-a142-d0e38bc5cd44,send invoice,2024-03-11 10:49:25,649,3,0,10,0.02,0.1,3,48,deviant,713.25
3a4702d2-1996-48c6-8f61-885aed394b55,check availability,2023-12-07 18:11:52,1091,12,3,18,0.0,0.0,1,61,regular,0.0
3a4702d2-1996-48c6-8f61-885aed394b55,confirm order,2023-12-07 18:11:54,1091,12,3,18,0.03,0.03,2,61,regular,0.0
3a4702d2-1996-48c6-8f61-885aed394b55,send invoice,2023-12-07 18:12:05,1092,12,3,18,0.18,0.22,3,70,regular,0.0
3a4da621-33be-43af-853f-8d553d26b039,check availability,2024-03-11 10:56:52,656,3,0,10,0.0,0.0,1,285,deviant,125.07
3a4da621-33be-43af-853f-8d553d26b039,confirm order,2024-03-11 10:56:57,656,3,0,10,0.08,0.08,2,286,deviant,125.07
3a4da621-33be-43af-853f-8d553d26b039,send invoice,2024-03-11 10:57:00,657,3,0,10,0.05,0.13,3,286,deviant,125.07
3a4e2b53-b27f-41b8-b3ee-d84367e07dd4,check availability,2024-03-11 10:55:00,655,3,0,10,0.0,0.0,1,224,regular,0.0
3a4e2b53-b27f-41b8-b3ee-d84367e07dd4,confirm order,2024-03-11 10:55:01,655,3,0,10,0.02,0.02,2,224,regular,0.0
3a4e2b53-b27f-41b8-b3ee-d84367e07dd4,send invoice,2024-03-11 10:55:04,655,3,0,10,0.05,0.07,3,227,regular,0.0
3a8b28da-3d7e-4590-94ed-bd74d5b78437,check availability,2024-03-11 10:48:20,648,3,0,10,0.0,0.0,1,17,regular,0.0
3a8b28da-3d7e-4590-94ed-bd74d5b78437,reject order,2024-03-11 10:48:21,648,3,0,10,0.02,0.02,2,16,regular,0.0
3be9f3b1-905d-463b-bfc7-cff9d1fff731,check availability,2024-03-11 10:52:35,652,3,0,10,0.0,0.0,1,147,deviant,1701.07
3be9f3b1-905d-463b-bfc7-cff9d1fff731,confirm order,2024-03-11 10:52:37,652,3,0,10,0.03,0.03,2,147,deviant,1701.07
3be9f3b1-905d-463b-bfc7-cff9d1fff731,send invoice,2024-03-11 10:52:38,652,3,0,10,0.02,0.05,3,148,deviant,1701.07
3bf2b7be-9842-4b5d-beee-d5393ab50758,check availability,2024-03-11 10:55:26,655,3,0,10,0.0,0.0,1,239,regular,0.0
3bf2b7be-9842-4b5d-beee-d5393ab50758,confirm order,2024-03-11 10:55:28,655,3,0,10,0.03,0.03,2,239,regular,0.0
3bf2b7be-9842-4b5d-beee-d5393ab50758,send invoice,2024-03-11 10:55:38,655,3,0,10,0.17,0.2,3,243,regular,0.0
3bf358f1-9543-4ba7-8b4a-a23e5c313abb,check availability,2024-03-11 10:50:11,650,3,0,10,0.0,0.0,1,70,deviant,1148.04
3bf358f1-9543-4ba7-8b4a-a23e5c313abb,confirm order,2024-03-11 10:50:13,650,3,0,10,0.03,0.03,2,72,deviant,1148.04
3bf65037-5c83-4bec-86b1-fb70e6b6e065,check availability,2023-12-07 18:11:36,1091,12,3,18,0.0,0.0,1,45,regular,0.0
3bf65037-5c83-4bec-86b1-fb70e6b6e065,confirm order,2023-12-07 18:11:42,1091,12,3,18,0.1,0.1,2,49,regular,0.0
3c33a724-6661-4326-b779-882a6244f7df,check availability,2023-12-08 02:25:24,145,12,4,2,0.0,0.0,1,210,regular,0.0
3c33a724-6661-4326-b779-882a6244f7df,confirm order,2023-12-08 02:25:26,145,12,4,2,0.03,0.03,2,210,regular,0.0
3c33a724-6661-4326-b779-882a6244f7df,send invoice,2023-12-08 02:25:28,145,12,4,2,0.03,0.07,3,211,regular,0.0
3c3c824f-88db-45d7-99ba-264e51377e60,check availability,2023-12-08 02:26:15,146,12,4,2,0.0,0.0,1,257,deviant,1570.27
3c3c824f-88db-45d7-99ba-264e51377e60,confirm order,2023-12-08 02:26:17,146,12,4,2,0.03,0.03,2,260,deviant,1570.27
3c3c824f-88db-45d7-99ba-264e51377e60,send invoice,2023-12-08 02:26:26,146,12,4,2,0.15,0.18,3,283,deviant,1570.27
3c4a64c2-0006-46f1-b468-ee533e48fe7e,check availability,2024-03-11 10:57:29,657,3,0,10,0.0,0.0,1,303,deviant,125.1
3c4a64c2-0006-46f1-b468-ee533e48fe7e,confirm order,2024-03-11 10:57:32,657,3,0,10,0.05,0.05,2,304,deviant,125.1
3c4a64c2-0006-46f1-b468-ee533e48fe7e,send invoice,2024-03-11 10:57:35,657,3,0,10,0.05,0.1,3,307,deviant,125.1
3cda1921-dc2f-4578-8662-4aced72719bd,check availability,2023-12-08 02:52:15,172,12,4,2,0.0,0.0,1,348,deviant,1701.18
3cda1921-dc2f-4578-8662-4aced72719bd,confirm order,2023-12-08 02:52:19,172,12,4,2,0.07,0.07,2,348,deviant,1701.18
3cda1921-dc2f-4578-8662-4aced72719bd,send invoice,2023-12-08 02:52:20,172,12,4,2,0.02,0.08,3,347,deviant,1701.18
3cde1617-23db-4bd1-abc1-bfbbacbe6dec,check availability,2024-03-11 10:58:18,658,3,0,10,0.0,0.0,1,335,deviant,1310.1
3cde1617-23db-4bd1-abc1-bfbbacbe6dec,confirm order,2024-03-11 10:58:22,658,3,0,10,0.07,0.07,2,336,deviant,1310.1
3cde1617-23db-4bd1-abc1-bfbbacbe6dec,send invoice,2024-03-11 10:58:25,658,3,0,10,0.05,0.12,3,338,deviant,1310.1
3d40d392-1664-4d55-8b0d-947a00feb4ea,check availability,2024-03-11 10:48:18,648,3,0,10,0.0,0.0,1,15,deviant,125.06
3d40d392-1664-4d55-8b0d-947a00feb4ea,confirm order,2024-03-11 10:48:22,648,3,0,10,0.07,0.07,2,17,deviant,125.06
3d40d392-1664-4d55-8b0d-947a00feb4ea,send invoice,2024-03-11 10:48:25,648,3,0,10,0.05,0.12,3,19,deviant,125.06
3d77b51c-af8e-4dc9-bf96-ce8fcc07c54c,check availability,2023-12-08 02:25:29,145,12,4,2,0.0,0.0,1,214,regular,0.0
3d77b51c-af8e-4dc9-bf96-ce8fcc07c54c,confirm order,2023-12-08 02:25:31,145,12,4,2,0.03,0.03,2,218,regular,0.0
3dbe9344-5c52-45d6-9901-61bfe0835655,check availability,2024-03-11 10:51:38,651,3,0,10,0.0,0.0,1,115,regular,0.0
3dbe9344-5c52-45d6-9901-61bfe0835655,reject order,2024-03-11 10:51:41,651,3,0,10,0.05,0.05,2,115,regular,0.0
3ddc88d1-fae2-4756-a8e3-c80706626a26,check availability,2024-03-11 10:49:33,649,3,0,10,0.0,0.0,1,55,deviant,713.33
3ddc88d1-fae2-4756-a8e3-c80706626a26,confirm order,2024-03-11 10:49:36,649,3,0,10,0.05,0.05,2,55,deviant,713.33
3ddc88d1-fae2-4756-a8e3-c80706626a26,send invoice,2024-03-11 10:49:40,649,3,0,10,0.07,0.12,3,59,deviant,713.33
3dddad70-e146-4799-a1c0-b02d661f90bf,check availability,2023-12-08 02:25:04,145,12,4,2,0.0,0.0,1,189,regular,0.0
3dddad70-e146-4799-a1c0-b02d661f90bf,reject order,2023-12-08 02:25:06,145,12,4,2,0.03,0.03,2,189,regular,0.0
3ded1feb-4897-4535-8e1c-43ad61000e48,check availability,2024-03-11 10:54:05,654,3,0,10,0.0,0.0,1,199,regular,0.0
3ded1feb-4897-4535-8e1c-43ad61000e48,reject order,2024-03-11 10:54:10,654,3,0,10,0.08,0.08,2,200,regular,0.0
3e041fff-0915-436d-b550-49d364d4d810,check availability,2023-12-08 02:24:57,144,12,4,2,0.0,0.0,1,182,regular,0.0
3e041fff-0915-436d-b550-49d364d4d810,confirm order,2023-12-08 02:25:01,145,12,4,2,0.07,0.07,2,186,regular,0.0
3e041fff-0915-436d-b550-49d364d4d810,send invoice,2023-12-08 02:25:05,145,12,4,2,0.07,0.13,3,190,regular,0.0
3e695098-7834-4289-8654-cf7acb17805e,check availability,2024-03-11 10:49:46,649,3,0,10,0.0,0.0,1,60,deviant,713.13
3e695098-7834-4289-8654-cf7acb17805e,confirm order,2024-03-11 10:49:49,649,3,0,10,0.05,0.05,2,60,deviant,713.13
3ebb9051-021c-4e82-be87-5aef1d9103fa,check availability,2023-12-08 02:24:55,144,12,4,2,0.0,0.0,1,179,regular,0.0
3ebb9051-021c-4e82-be87-5aef1d9103fa,confirm order,2023-12-08 02:24:58,144,12,4,2,0.05,0.05,2,183,regular,0.0
3ebb9051-021c-4e82-be87-5aef1d9103fa,send invoice,2023-12-08 02:25:05,145,12,4,2,0.12,0.17,3,190,regular,0.0
3eee96b6-744b-4ac0-9f49-e7cae330f9f2,check availability,2024-03-11 10:49:32,649,3,0,10,0.0,0.0,1,54,regular,0.0
3eee96b6-744b-4ac0-9f49-e7cae330f9f2,reject order,2024-03-11 10:49:36,649,3,0,10,0.07,0.07,2,55,regular,0.0
3f86f551-2de1-450c-b8d3-ba49ba4368e9,check availability,2023-12-07 18:11:32,1091,12,3,18,0.0,0.0,1,42,regular,0.0
3f86f551-2de1-450c-b8d3-ba49ba4368e9,reject order,2023-12-07 18:11:36,1091,12,3,18,0.07,0.07,2,45,regular,0.0
401417e3-6895-44ed-bde1-6e7f13dd7361,check availability,2023-12-08 02:24:09,144,12,4,2,0.0,0.0,1,141,regular,0.0
401417e3-6895-44ed-bde1-6e7f13dd7361,confirm order,2023-12-08 02:24:11,144,12,4,2,0.03,0.03,2,142,regular,0.0
401417e3-6895-44ed-bde1-6e7f13dd7361,send invoice,2023-12-08 02:24:12,144,12,4,2,0.02,0.05,3,143,regular,0.0
4014cd8a-a602-4733-8019-8dd8ca7fe5b6,check availability,2024-03-11 10:49:01,649,3,0,10,0.0,0.0,1,37,deviant,713.19
4014cd8a-a602-4733-8019-8dd8ca7fe5b6,confirm order,2024-03-11 10:49:06,649,3,0,10,0.08,0.08,2,38,deviant,713.19
4014cd8a-a602-4733-8019-8dd8ca7fe5b6,send invoice,2024-03-11 10:49:12,649,3,0,10,0.1,0.18,3,42,deviant,713.19
40812757-f12d-485f-bfca-7a0ce070b819,check availability,2024-03-11 10:58:09,658,3,0,10,0.0,0.0,1,329,deviant,1310.31
40812757-f12d-485f-bfca-7a0ce070b819,confirm order,2024-03-11 10:58:13,658,3,0,10,0.07,0.07,2,332,deviant,1310.31
40812757-f12d-485f-bfca-7a0ce070b819,send invoice,2024-03-11 10:58:19,658,3,0,10,0.1,0.17,3,335,deviant,1310.31
4098f0a0-5475-4aec-a5b3-4a83b45274d9,check availability,2023-12-08 02:26:20,146,12,4,2,0.0,0.0,1,267,deviant,1570.05
4098f0a0-5475-4aec-a5b3-4a83b45274d9,confirm order,2023-12-08 02:26:23,146,12,4,2,0.05,0.05,2,270,deviant,1570.05
409ad625-2776-485f-947e-8c74c039bec7,check availability,2024-03-11 10:50:00,650,3,0,10,0.0,0.0,1,64,deviant,713.27
409ad625-2776-485f-947e-8c74c039bec7,confirm order,2024-03-11 10:50:05,650,3,0,10,0.08,0.08,2,67,deviant,713.27
409ad625-2776-485f-947e-8c74c039bec7,send invoice,2024-03-11 10:50:11,650,3,0,10,0.1,0.18,3,70,deviant,713.27
40a10017-6a1f-4135-bd3e-34f4cb5996f5,check availability,2024-03-11 10:58:01,658,3,0,10,0.0,0.0,1,323,deviant,1310.26
40a10017-6a1f-4135-bd3e-34f4cb5996f5,confirm order,2024-03-11 10:58:05,658,3,0,10,0.07,0.07,2,326,deviant,1310.26
40a10017-6a1f-4135-bd3e-34f4cb5996f5,send invoice,2024-03-11 10:58:14,658,3,0,10,0.15,0.22,3,333,deviant,1310.26
40a127ca-3d32-4d80-b370-a8e0f2f24313,check availability,2023-12-08 02:25:13,145,12,4,2,0.0,0.0,1,199,regular,0.0
40a127ca-3d32-4d80-b370-a8e0f2f24313,reject order,2023-12-08 02:25:19,145,12,4,2,0.1,0.1,2,200,regular,0.0
40a40bd5-068d-4426-8f3b-2dae884b38e0,check availability,2024-03-11 10:50:12,650,3,0,10,0.0,0.0,1,71,deviant,1148.23
40a40bd5-068d-4426-8f3b-2dae884b38e0,confirm order,2024-03-11 10:50:16,650,3,0,10,0.07,0.07,2,72,deviant,1148.23
40a40bd5-068d-4426-8f3b-2dae884b38e0,send invoice,2024-03-11 10:50:23,650,3,0,10,0.12,0.18,3,76,deviant,1148.23
40ca86b5-238f-4679-b59c-70c874bcafa5,check availability,2024-03-11 10:55:59,655,3,0,10,0.0,0.0,1,254,regular,0.0
40ca86b5-238f-4679-b59c-70c874bcafa5,confirm order,2024-03-11 10:56:03,656,3,0,10,0.07,0.07,2,257,regular,0.0
40ca86b5-238f-4679-b59c-70c874bcafa5,send invoice,2024-03-11 10:56:08,656,3,0,10,0.08,0.15,3,258,regular,0.0
4106cb0a-fe92-4a21-80bc-f20a8a1317c9,check availability,2024-03-11 10:49:56,649,3,0,10,0.0,0.0,1,63,regular,0.0
4106cb0a-fe92-4a21-80bc-f20a8a1317c9,reject order,2024-03-11 10:49:59,649,3,0,10,0.05,0.05,2,63,regular,0.0
412c4449-e92c-4108-a865-f1f88b3b1363,check availability,2023-12-08 02:26:13,146,12,4,2,0.0,0.0,1,257,regular,0.0
412c4449-e92c-4108-a865-f1f88b3b1363,reject order,2023-12-08 02:26:15,146,12,4,2,0.03,0.03,2,257,regular,0.0
41618066-bf9f-4b90-869c-b28e925e2b6f,check availability,2023-12-08 02:25:30,145,12,4,2,0.0,0.0,1,217,regular,0.0
41618066-bf9f-4b90-869c-b28e925e2b6f,confirm order,2023-12-08 02:25:36,145,12,4,2,0.1,0.1,2,220,regular,0.0
41618066-bf9f-4b90-869c-b28e925e2b6f,send invoice,2023-12-08 02:25:43,145,12,4,2,0.12,0.22,3,229,regular,0.0
41af1332-f39c-46ed-9050-05eb8dc67ebf,check availability,2023-12-08 02:51:50,171,12,4,2,0.0,0.0,1,318,deviant,1148.07
41af1332-f39c-46ed-9050-05eb8dc67ebf,confirm order,2023-12-08 02:51:53,171,12,4,2,0.05,0.05,2,321,deviant,1148.07
41af1332-f39c-46ed-9050-05eb8dc67ebf,send invoice,2023-12-08 02:51:55,171,12,4,2,0.03,0.08,3,322,deviant,1148.07
41c39b93-a703-4545-b6bd-afe83b8c9303,check availability,2023-12-08 02:26:17,146,12,4,2,0.0,0.0,1,260,deviant,1570.04
41c39b93-a703-4545-b6bd-afe83b8c9303,confirm order,2023-12-08 02:26:19,146,12,4,2,0.03,0.03,2,263,deviant,1570.04
42131c69-1d69-401f-a27d-ed6eec8b9c38,check availability,2024-03-11 10:50:37,650,3,0,10,0.0,0.0,1,81,deviant,1148.3
42131c69-1d69-401f-a27d-ed6eec8b9c38,confirm order,2024-03-11 10:50:41,650,3,0,10,0.07,0.07,2,84,deviant,1148.3
42131c69-1d69-401f-a27d-ed6eec8b9c38,send invoice,2024-03-11 10:50:43,650,3,0,10,0.03,0.1,3,85,deviant,1148.3
421d2ddd-7006-4889-b506-caf305bbe772,check availability,2024-03-11 10:56:37,656,3,0,10,0.0,0.0,1,275,regular,0.0
421d2ddd-7006-4889-b506-caf305bbe772,confirm order,2024-03-11 10:56:41,656,3,0,10,0.07,0.07,2,277,regular,0.0
421d2ddd-7006-4889-b506-caf305bbe772,send invoice,2024-03-11 10:56:47,656,3,0,10,0.1,0.17,3,282,regular,0.0
42676371-363f-4e4c-9196-bc6948d64680,check availability,2023-12-08 02:52:07,172,12,4,2,0.0,0.0,1,335,regular,0.0
42676371-363f-4e4c-9196-bc6948d64680,reject order,2023-12-08 02:52:10,172,12,4,2,0.05,0.05,2,338,regular,0.0
429e7c12-ae75-4ca3-9075-9ae015ec2e79,check availability,2023-12-08 02:25:02,145,12,4,2,0.0,0.0,1,186,regular,0.0
429e7c12-ae75-4ca3-9075-9ae015ec2e79,confirm order,2023-12-08 02:25:05,145,12,4,2,0.05,0.05,2,190,regular,0.0
42f590c1-e422-45d5-a9e0-af99daf709bd,check availability,2024-03-11 10:51:47,651,3,0,10,0.0,0.0,1,120,deviant,1455.13
42f590c1-e422-45d5-a9e0-af99daf709bd,confirm order,2024-03-11 10:51:50,651,3,0,10,0.05,0.05,2,121,deviant,1455.13
42f590c1-e422-45d5-a9e0-af99daf709bd,send invoice,2024-03-11 10:51:57,651,3,0,10,0.12,0.17,3,126,deviant,1455.13
4336b5e5-224a-4490-85e7-b5c6e0dc592e,check availability,2024-03-11 10:57:14,657,3,0,10,0.0,0.0,1,294,regular,0.0
4336b5e5-224a-4490-85e7-b5c6e0dc592e,reject order,2024-03-11 10:57:15,657,3,0,10,0.02,0.02,2,293,regular,0.0
438ebc65-ca86-4e75-86a3-45965872e931,check availability,2023-12-08 02:25:31,145,12,4,2,0.0,0.0,1,218,regular,0.0
438ebc65-ca86-4e75-86a3-45965872e931,confirm order,2023-12-08 02:25:33,145,12,4,2,0.03,0.03,2,219,regular,0.0
43ca5b38-d2e4-4adc-a2a6-d1e680df7ba9,check availability,2024-03-11 10:53:38,653,3,0,10,0.0,0.0,1,183,regular,0.0
43ca5b38-d2e4-4adc-a2a6-d1e680df7ba9,confirm order,2024-03-11 10:53:39,653,3,0,10,0.02,0.02,2,184,regular,0.0
43ca5b38-d2e4-4adc-a2a6-d1e680df7ba9,send invoice,2024-03-11 10:53:41,653,3,0,10,0.03,0.05,3,185,regular,0.0
43d0fc77-bd16-462f-96d2-74e32535aaf8,check availability,2024-03-11 10:50:31,650,3,0,10,0.0,0.0,1,78,deviant,1148.19
43d0fc77-bd16-462f-96d2-74e32535aaf8,confirm order,2024-03-11 10:50:36,650,3,0,10,0.08,0.08,2,80,deviant,1148.19
43d0fc77-bd16-462f-96d2-74e32535aaf8,send invoice,2024-03-11 10:50:41,650,3,0,10,0.08,0.17,3,84,deviant,1148.19
43ea634e-c63e-44aa-a3a3-325104d517f5,check availability,2024-03-11 10:50:49,650,3,0,10,0.0,0.0,1,89,deviant,1148.33
43ea634e-c63e-44aa-a3a3-325104d517f5,confirm order,2024-03-11 10:50:53,650,3,0,10,0.07,0.07,2,91,deviant,1148.33
43ea634e-c63e-44aa-a3a3-325104d517f5,send invoice,2024-03-11 10:51:00,651,3,0,10,0.12,0.18,3,95,deviant,1148.33
4406fed2-3e6c-41af-9eff-c8d16c9a9543,check availability,2023-12-07 18:11:57,1091,12,3,18,0.0,0.0,1,60,regular,0.0
4406fed2-3e6c-41af-9eff-c8d16c9a9543,confirm order,2023-12-07 18:12:01,1092,12,3,18,0.07,0.07,2,66,regular,0.0
44a3cbcb-8e77-4e96-a164-1b345813a72e,check availability,2023-12-08 02:51:55,171,12,4,2,0.0,0.0,1,322,deviant,1148.07
44a3cbcb-8e77-4e96-a164-1b345813a72e,confirm order,2023-12-08 02:51:58,171,12,4,2,0.05,0.05,2,325,deviant,1148.07
44dc4f77-4379-421c-b579-44b30a353986,check availability,2023-12-07 18:10:59,1090,12,3,18,0.0,0.0,1,15,regular,0.0
44dc4f77-4379-421c-b579-44b30a353986,reject order,2023-12-07 18:11:00,1091,12,3,18,0.02,0.02,2,15,regular,0.0
453922ea-7671-4a0c-9074-79677edb9bc6,check availability,2023-12-08 02:25:27,145,12,4,2,0.0,0.0,1,211,regular,0.0
453922ea-7671-4a0c-9074-79677edb9bc6,reject order,2023-12-08 02:25:34,145,12,4,2,0.12,0.12,2,217,regular,0.0
4646bfd1-74f7-42b3-8214-365724297dbb,check availability,2024-03-11 10:51:35,651,3,0,10,0.0,0.0,1,115,regular,0.0
4646bfd1-74f7-42b3-8214-365724297dbb,reject order,2024-03-11 10:51:37,651,3,0,10,0.03,0.03,2,114,regular,0.0
46575899-4113-49fe-a2c3-1f8ad3f393c0,check availability,2024-03-11 10:56:20,656,3,0,10,0.0,0.0,1,265,regular,0.0
46575899-4113-49fe-a2c3-1f8ad3f393c0,reject order,2024-03-11 10:56:21,656,3,0,10,0.02,0.02,2,265,regular,0.0
467da306-c7ab-42ca-9950-d6d317142c3d,check availability,2024-03-11 10:51:20,651,3,0,10,0.0,0.0,1,107,deviant,1455.27
467da306-c7ab-42ca-9950-d6d317142c3d,confirm order,2024-03-11 10:51:25,651,3,0,10,0.08,0.08,2,110,deviant,1455.27
467da306-c7ab-42ca-9950-d6d317142c3d,send invoice,2024-03-11 10:51:31,651,3,0,10,0.1,0.18,3,113,deviant,1455.27
46a71657-7a41-406b-8973-298ce6cda357,check availability,2024-03-11 10:51:32,651,3,0,10,0.0,0.0,1,114,deviant,1455.3
46a71657-7a41-406b-8973-298ce6cda357,confirm order,2024-03-11 10:51:37,651,3,0,10,0.08,0.08,2,114,deviant,1455.3
46a71657-7a41-406b-8973-298ce6cda357,send invoice,2024-03-11 10:51:40,651,3,0,10,0.05,0.13,3,116,deviant,1455.3
46aaeeed-5afd-443a-a999-60f3ed7f728f,check availability,2023-12-07 18:11:59,1091,12,3,18,0.0,0.0,1,64,regular,0.0
46aaeeed-5afd-443a-a999-60f3ed7f728f,confirm order,2023-12-07 18:12:01,1092,12,3,18,0.03,0.03,2,66,regular,0.0
46aaeeed-5afd-443a-a999-60f3ed7f728f,send invoice,2023-12-07 18:12:05,1092,12,3,18,0.07,0.1,3,70,regular,0.0
46c70a4c-f3c6-4762-a14b-83305e700266,check availability,2024-03-11 10:50:54,650,3,0,10,0.0,0.0,1,92,deviant,1148.35
46c70a4c-f3c6-4762-a14b-83305e700266,confirm order,2024-03-11 10:50:57,650,3,0,10,0.05,0.05,2,94,deviant,1148.35
46c70a4c-f3c6-4762-a14b-83305e700266,send invoice,2024-03-11 10:51:06,651,3,0,10,0.15,0.2,3,99,deviant,1148.35
46dad253-6220-46e2-b87a-96e767942895,check availability,2023-12-08 02:52:04,172,12,4,2,0.0,0.0,1,333,regular,0.0
46dad253-6220-46e2-b87a-96e767942895,reject order,2023-12-08 02:52:08,172,12,4,2,0.07,0.07,2,335,regular,0.0
46e8ca9a-45ce-4e53-bbf3-aa15115bd4bb,check availability,2024-03-11 10:56:22,656,3,0,10,0.0,0.0,1,266,regular,0.0
46e8ca9a-45ce-4e53-bbf3-aa15115bd4bb,confirm order,2024-03-11 10:56:28,656,3,0,10,0.1,0.1,2,271,regular,0.0
